,tweet_id,handle,retweet_count,text,mined_at,created_at
21,1224409900241039362,HillaryClinton,6067,"Congratulations to all the organizers and volunteers who have worked so hard to get out the vote in Iowa. Today is the day! Fighting for what you believe in is always, always worth it.",2020-02-21 17:05:22.423803,Mon Feb 03 19:10:43 +0000 2020
22,1224401092869574662,HillaryClinton,3648,"On Friday, Republican senators voted to help the president cover up his attempts to use America's power for his personal gain. 

Join @onwardtogether partner @SwingLeft to start working now to vote them all out in November. https://t.co/VW9EgobU06",2020-02-21 17:05:22.423803,Mon Feb 03 18:35:43 +0000 2020
23,1223378977219280897,HillaryClinton,46730,"With their votes to make the American president accountable to no one, Republican senators have put the interests of one president over the interests of all Americans.

The only remedy now is for us all to vote in overwhelming numbers to replace them—and him—in November.",2020-02-21 17:05:22.423803,Fri Jan 31 22:54:12 +0000 2020
24,1222905260215324672,HillaryClinton,18582,"Richard Nixon once made this argument: ""When the president does it, that means that it is not illegal."" 

He was forced to resign in disgrace. 

In America, no one is above the law. https://t.co/MXctxLr1sj",2020-02-21 17:05:22.423803,Thu Jan 30 15:31:49 +0000 2020
25,1222626538396569600,HillaryClinton,140,@FullFrontalSamB I really do.,2020-02-21 17:05:22.423803,Wed Jan 29 21:04:16 +0000 2020
26,1222599945531875330,HillaryClinton,2101,"Love this. 

@StephenAtHome, @sethmeyers, @jimmykimmel, @jimmyfallon, @JKCorden, @TrevorNoah—I hope you'll take up @IAmSamBee on this challenge! https://t.co/OakC0K9K0Y",2020-02-21 17:05:22.423803,Wed Jan 29 19:18:36 +0000 2020
27,1222578076548288512,HillaryClinton,625,Congratulations to @AshantiGholar and @EmergeAmerica! Excited to work with you to recruit and help elect a historic number of women to office. https://t.co/PImX9RiW84,2020-02-21 17:05:22.423803,Wed Jan 29 17:51:42 +0000 2020
28,1222565443401146369,HillaryClinton,14371,"Keep calling your Republican senators: 

(202) 224-3121 

#WeWantWitnesses https://t.co/mfW13LKb6t",2020-02-21 17:05:22.423803,Wed Jan 29 17:01:30 +0000 2020
29,1222250229518434306,HillaryClinton,1108,"Leaving Sundance having seen some terrific films, including “Siempre, Luis.” It’s the story of how @Vegalteno has committed his life to activism, progressive values, &amp; Puerto Rico, all while raising a remarkable family (👋@Lin_Manuel). Check it out when you can!",2020-02-21 17:05:22.423803,Tue Jan 28 20:08:57 +0000 2020
30,1221855517750059008,HillaryClinton,19405,"A trial that doesn't allow testimony from material witnesses isn't a trial at all. It's a cover-up.

Your Republican senators need to hear from you today. (202) 224-3121

https://t.co/38CGlIXM4G",2020-02-21 17:05:22.423803,Mon Jan 27 18:00:31 +0000 2020
31,1220735463746609159,HillaryClinton,12066,"Every American should watch this.

#RightMattersTruthMatters https://t.co/jw1sAGn9kW",2020-02-21 17:05:22.423803,Fri Jan 24 15:49:49 +0000 2020
32,1220436388383989761,HillaryClinton,1112,"Jim Lehrer was a steady voice for truth, a prolific writer, and the soul of @NewsHour. We’ll miss him. Bill and I send our condolences to his family.",2020-02-21 17:05:22.423803,Thu Jan 23 20:01:24 +0000 2020
33,1220392771737079808,HillaryClinton,7182,"Fact check:

True. https://t.co/XkO8Hldhbc",2020-02-21 17:05:22.423803,Thu Jan 23 17:08:05 +0000 2020
34,1220376259374481409,HillaryClinton,20705,"The entire world is waiting to see whether Senate Republicans will close their eyes and cover their ears to avoid the plain truth of the president’s misdeeds.

The very integrity of the Senate is on trial along with the president.",2020-02-21 17:05:22.423803,Thu Jan 23 16:02:28 +0000 2020
35,1220027958070587392,HillaryClinton,1054,"Momentous news in world health: 

The 2 billionth lifesaving, insecticide-treated mosquito net will be distributed this year. 

Global cooperation and U.S. leadership has helped millions of children in Africa grow up malaria-free. https://t.co/RONg69o89R #EndMalaria https://t.co/4vHAqYBwXB",2020-02-21 17:05:22.423803,Wed Jan 22 16:58:26 +0000 2020
36,1220012401023766528,HillaryClinton,20178,"Last week, every senator swore to ""do impartial justice according to the Constitution and laws"" in the president's impeachment trial.

Last night, Republican senators cast vote after vote to block evidence and testimony.

The American people deserve a real trial, not a cover-up.",2020-02-21 17:05:22.423803,Wed Jan 22 15:56:37 +0000 2020
37,1219773503735508992,HillaryClinton,20940,"I thought everyone wanted my authentic, unvarnished views! 

But to be serious, the number one priority for our country and world is retiring Trump, and, as I always have, I will do whatever I can to support our nominee.",2020-02-21 17:05:22.423803,Wed Jan 22 00:07:20 +0000 2020
38,1219670120257282049,HillaryClinton,8890,"Ten years ago today, the Supreme Court's decision in Citizens United unleashed hundreds of millions of dollars in corporate and special-interest money into U.S. elections. The next president should propose a constitutional amendment to overturn the decision.",2020-02-21 17:05:22.423803,Tue Jan 21 17:16:31 +0000 2020
39,1219653430974853122,HillaryClinton,1840,"Advancing the rights of women and girls is the great unfinished business of our time. 

It's why I support @CherieBlairFndn's #100000Women campaign to release the potential of women entrepreneurs. 

Join me: https://t.co/9qdC9CsCAh https://t.co/fVkvpPpfpV",2020-02-21 17:05:22.423803,Tue Jan 21 16:10:12 +0000 2020
40,1219637662019129345,HillaryClinton,19436,"The rules Sen. McConnell has proposed for the president's impeachment trial are the equivalent of a head juror colluding with the defendant to cover up a crime.

Call your senators and urge them to push for witnesses and evidence, not a cover-up: https://t.co/CZcWI5zjm5",2020-02-21 17:05:22.423803,Tue Jan 21 15:07:33 +0000 2020
41,1219258326476820480,HillaryClinton,8012,"""Freedom is never really won. You earn it and win it in every generation."" —Coretta Scott King #MLKDay https://t.co/XGSyK2Rv6u",2020-02-21 17:05:22.423803,Mon Jan 20 14:00:12 +0000 2020
42,1218244100778024961,HillaryClinton,20504,Voting isn't a privilege. It's a right. And requiring voters to pay off fines and fees to exercise that right is a modern-day poll tax. https://t.co/ySUMJDhiAC,2020-02-21 17:05:22.423803,Fri Jan 17 18:50:02 +0000 2020
43,1218219472990953472,HillaryClinton,7405,"I've got the kind of life you can't make up. 

See for yourself on @Hulu, March 6. https://t.co/OWUAZCEZy6",2020-02-21 17:05:22.423803,Fri Jan 17 17:12:10 +0000 2020
44,1217883948065357826,HillaryClinton,1605,".@RunForSomething co-founders @RossMoRock and @amandalitman are right: 

We can't just win the White House. Down-ballot races this year will determine the next decade of power.

https://t.co/KltThzKwGs",2020-02-21 17:05:22.423803,Thu Jan 16 18:58:55 +0000 2020
45,1217863032396820483,HillaryClinton,1525,"Listen to @Lin_Manuel, @billyeichner, @MalcolmJenkins, and @aijenpoo—and commit today to talk to new voters. It's how we'll win. https://t.co/JTwKZYcWBr",2020-02-21 17:05:22.423803,Thu Jan 16 17:35:48 +0000 2020
46,1217132986006691841,HillaryClinton,22650,"Russians appear to be re-running their 2016 hacking playbook, once again to benefit Donald Trump. 

Will the media play along again? 

Will the GOP open the door again? 

Will the Russians help pick our POTUS again? https://t.co/cfVPcqbY5w",2020-02-21 17:05:22.423803,Tue Jan 14 17:14:51 +0000 2020
47,1216788363778383873,HillaryClinton,4089,My thoughts are with the people of Oman as they mourn the passing of Sultan Qaboos. He led his country with wisdom and provided safe harbor for diplomacy. I’ll always be grateful for all he did to help secure the release from Iran of three American hikers in 2011. https://t.co/K8TVbiraqc,2020-02-21 17:05:22.423803,Mon Jan 13 18:25:27 +0000 2020
48,1216412022105165824,HillaryClinton,28127,"This week, the Justice Department determined that the lies that were peddled about me, my family, &amp; @ClintonFdn are without merit.
 
I couldn’t be more grateful to everyone that stuck with us while we continued to focus on the work. Let’s keep going.
 
https://t.co/PfhqybPaWy",2020-02-21 17:05:22.423803,Sun Jan 12 17:30:00 +0000 2020
49,1215670152974475266,HillaryClinton,11971,Congratulations to New York for passing automatic voter registration—a win for voters and for democracy. Let's do this everywhere. https://t.co/XohgtZDnTW,2020-02-21 17:05:22.423803,Fri Jan 10 16:22:05 +0000 2020
50,1215362349655318529,HillaryClinton,7216,"We are in a climate emergency. 
https://t.co/d4gpUs6JrE",2020-02-21 17:05:22.423803,Thu Jan 09 19:58:59 +0000 2020
51,1215309223141224448,HillaryClinton,3271,"Congratulations to Speaker Filler-Corn, and to Virginia! https://t.co/4FV1BbQ1wl",2020-02-21 17:05:22.423803,Thu Jan 09 16:27:52 +0000 2020
52,1215297182124986370,HillaryClinton,1485,"For @politico I wrote about my friend, Ellen Tauscher, who passed away in 2019. 

She was an arms control expert, a feminist, a tireless negotiator, and a big-hearted friend and she woke up every day determined to make a difference. https://t.co/cJszGDypWf",2020-02-21 17:05:22.423803,Thu Jan 09 15:40:02 +0000 2020
53,1214941611127386113,HillaryClinton,1823,"I’m sending my condolences to all mourning the passing of Ralph Nesson. Ralph was a passionate advocate for families; we started the Arkansas Single Parent Scholarship fund together in 1990, which has awarded 40,000 scholarships to single parents. May his memory be a blessing.",2020-02-21 17:05:22.423803,Wed Jan 08 16:07:07 +0000 2020
54,1214928634013736965,HillaryClinton,8133,#ivotedforHillaryClinton https://t.co/1nIs3QpGus,2020-02-21 17:05:22.423803,Wed Jan 08 15:15:33 +0000 2020
55,1214607714627796992,HillaryClinton,5709,"I'm thinking today of our fellow Americans affected by the earthquakes in Puerto Rico. Many families have been left without power and water. If you can, support an organization providing disaster relief here: https://t.co/Y3V8sxR89B",2020-02-21 17:05:22.423803,Tue Jan 07 18:00:20 +0000 2020
56,1214228805704994816,HillaryClinton,13723,"Australia’s bushfire emergency, spurred by climate change, has killed 24 people, destroyed thousands of homes, and led to the loss of an estimated half a billion animals. Here are ways you can help: https://t.co/0oajjMJwIh",2020-02-21 17:05:22.423803,Mon Jan 06 16:54:41 +0000 2020
57,1214212863507738625,HillaryClinton,834,"Great to see @ClintonFdn’s early learning initiative, @2SmallToFail, team up with @NYSCCF to reach parents anywhere they go! These signs in the subway, the mall, the laundromat &amp; across New York remind us all of how important it is to talk, read &amp; sing with children from day one. https://t.co/ycyBRzwMQ3",2020-02-21 17:05:22.423803,Mon Jan 06 15:51:20 +0000 2020
58,1212780063961124864,HillaryClinton,8178,"It’s my great privilege to become @QUBelfast's 11th—and first female—chancellor. It's a place I have great fondness for and have grown a strong relationship with over the years, and I’m proud to be an ambassador for its excellence. https://t.co/ysrSeA0JOu",2020-02-21 17:05:22.423803,Thu Jan 02 16:57:54 +0000 2020
59,1212057030334337026,HillaryClinton,4654,"Yes, we have to win back the presidency in 2020. 

But local races are just as crucial. 

Read this thread from the co-founder of @runforsomething, an @onwardtogether partner: https://t.co/dLdWwj5P4D",2020-02-21 17:05:22.423803,Tue Dec 31 17:04:49 +0000 2019
60,1212044796820365313,HillaryClinton,9969,"There's something all of us can do to be braver, more resilient, kinder, and more grateful. This holiday season, that’s my wish for all of us. Happy New Year!",2020-02-21 17:05:22.423803,Tue Dec 31 16:16:12 +0000 2019
61,1212019680514334720,HillaryClinton,4662,"With Australia on fire and the Arctic in meltdown, it's clear we're in a climate emergency. I'm proud to support @EarthshotPrize from @KensingtonRoyal, a new effort to inspire Earth's greatest problem solvers to repair the natural world. https://t.co/5LE0W7TAms",2020-02-21 17:05:22.423803,Tue Dec 31 14:36:24 +0000 2019
62,1211660313184985089,HillaryClinton,8044,Talked with John Lewis who’s ready to fight another battle while he continues working for all of us. Support him and the #beloved community he stands for.,2020-02-21 17:05:22.423803,Mon Dec 30 14:48:24 +0000 2019
63,1211325500917989376,HillaryClinton,10533,"I’m sending my prayers to the families and the community affected by last night’s horrific attack on a rabbi’s home in Monsey. 

We must all stand shoulder to shoulder to fight anti-Semitism and demand that our elected leaders do the same.",2020-02-21 17:05:22.423803,Sun Dec 29 16:37:59 +0000 2019
64,1209550097152913409,HillaryClinton,17,"@KatieS @MoxxieVentures This is exciting, Katie. Congratulations—and love the name!",2020-02-21 17:05:22.423803,Tue Dec 24 19:03:10 +0000 2019
65,1209519768748929024,HillaryClinton,11165,"A merry Christmas to all, and to all a good night! https://t.co/FOcMKZM87x",2020-02-21 17:05:22.423803,Tue Dec 24 17:02:39 +0000 2019
66,1208816312966897669,HillaryClinton,1660,"Latino political power is growing across the country, thanks to the hard work of activists and organizations around the country. Proud that @OnwardTogether groups are among them! https://t.co/AK9Mj7ZtTE",2020-02-21 17:05:22.423803,Sun Dec 22 18:27:22 +0000 2019
67,1208801603819646976,HillaryClinton,4085,No family should have to go through this. Please join me in telling @DHS_Wolf that #FamiliesBelongTogether. https://t.co/khtARyfouq,2020-02-21 17:05:22.423803,Sun Dec 22 17:28:55 +0000 2019
68,1208770310348181504,HillaryClinton,2175,Sending warm wishes to everyone celebrating Hanukkah! 🕎 https://t.co/Vu0tROLraB,2020-02-21 17:05:22.423803,Sun Dec 22 15:24:34 +0000 2019
69,1208053720799416321,HillaryClinton,1029,"Love this. 

Follow Madeleine's lead and apply! #AllTheHouses https://t.co/Ty6DwkRD0j",2020-02-21 17:05:22.423803,Fri Dec 20 15:57:06 +0000 2019
70,1207866239076438017,HillaryClinton,7169,".@JohnDingell was everything that Trump is not—a true public servant and statesman in a way this president knows he can never be. 

I’m so proud of what @DebDingell has done to carry on John's work in Michigan and Bill and I are standing with her today.",2020-02-21 17:05:22.423803,Fri Dec 20 03:32:07 +0000 2019
71,1207692113409978376,HillaryClinton,17321,"The president has abused his power—using his office to further not the nation's objectives but his own personal, political objectives—and, together, we are holding him accountable. Feel proud. Keep going.",2020-02-21 17:05:22.423803,Thu Dec 19 16:00:12 +0000 2019
72,1207366366120026113,HillaryClinton,376,"Such a pleasure to chat with #gutsywoman @JuliaGillard at @GIWLkings about the fight for a fairer, more equal world. Listen and subscribe: https://t.co/lMEqvE02cC https://t.co/rIysxRURNL",2020-02-21 17:05:22.423803,Wed Dec 18 18:25:48 +0000 2019
73,1207347271244931072,HillaryClinton,3202,@BrianKarem https://t.co/uvA5jQ48CF,2020-02-21 17:05:22.423803,Wed Dec 18 17:09:55 +0000 2019
74,1207341760554438657,HillaryClinton,1592,"Update: Now over 1,500 and counting.

https://t.co/HwpkJyaBdh",2020-02-21 17:05:22.423803,Wed Dec 18 16:48:01 +0000 2019
75,1207326790907285505,HillaryClinton,20832,"One of our most precious rights as Americans is the right to determine who our leaders are. 

The president abused his powers to cheat in the next election and rob us of that right. Then he obstructed Congress to cover it up. 

Impeachment is the only remedy. #DefendOurDemocracy",2020-02-21 17:05:22.423803,Wed Dec 18 15:48:32 +0000 2019
76,1206984807445618688,HillaryClinton,5205,"More than 750 historians ""devoted to studying our nation's past,"" including Ron Chernow and Robert A. Caro, have signed a letter supporting the president's impeachment and removal. https://t.co/0iB2dFyOPU https://t.co/UhOYmmOWrU",2020-02-21 17:05:22.423803,Tue Dec 17 17:09:37 +0000 2019
77,1206959322997112832,HillaryClinton,593,"I’m thrilled to say the @OnwardTogether family is growing this winter with new partners. 

First up: @TXCivilRights, which works to advance equality and justice in Texas through legal advocacy and litigation. 

Head to https://t.co/nwmf47ksb8 to be a part of their important work! https://t.co/S1dcIeSIiS",2020-02-21 17:05:22.423803,Tue Dec 17 15:28:21 +0000 2019
78,1206598658956972036,HillaryClinton,6648,"In America, no one is above the law.

Join @IndivisibleTeam at events around the country this Tuesday to demand your representatives fulfill their constitutional oaths to hold the president accountable: https://t.co/QFm6xJNbYQ",2020-02-21 17:05:22.423803,Mon Dec 16 15:35:12 +0000 2019
79,1205550600387203072,HillaryClinton,7309,Don't let this horror—and the imperative to hold those responsible to account—get lost in the news. https://t.co/dJ5Uyfo6d8,2020-02-21 17:05:22.423803,Fri Dec 13 18:10:35 +0000 2019
80,1205530140861698049,HillaryClinton,4605,"The deadline to get covered by Obamacare is this Sunday, December 15. 

Head to https://t.co/LTQmZQt3jJ to find a plan that works for you, and talk to your friends and family to make sure they're covered!",2020-02-21 17:05:22.423803,Fri Dec 13 16:49:17 +0000 2019
81,1205518366083039232,HillaryClinton,6832,"I've done my share of interviews in my lifetime, but nothing like this. I surprised myself a few times while participating in this documentary. Maybe you'll be surprised, too. https://t.co/02wkGh65l9",2020-02-21 17:05:22.423803,Fri Dec 13 16:02:30 +0000 2019
82,1205149473091072008,HillaryClinton,19310,"Make sure your family and friends see the evidence for themselves: 

The president asked a foreign power to interfere in the 2020 election for his own political gain. 

Americans deserve free and fair elections. He must be held accountable. 

https://t.co/ul8GzrsOKG",2020-02-21 17:05:22.423803,Thu Dec 12 15:36:39 +0000 2019
83,1204792159469219843,HillaryClinton,6055,"When she was sworn in as Finland's new prime minister yesterday, @marinsanna became the world's youngest prime minister—and the head of a coalition government led entirely by women. Hyvä Suomi! 🇫🇮 https://t.co/HOwdy5rogV",2020-02-21 17:05:22.423803,Wed Dec 11 15:56:49 +0000 2019
84,1204775997079539712,HillaryClinton,12528,"I couldn't think of a better Person of the Year than @GretaThunberg. I am grateful for all she's done to raise awareness of the climate crisis and her willingness to tell hard, motivating truths. 

As she said today: ""Change is coming, whether you like it or not."" #gutsywomen https://t.co/ltCoo9NbS2",2020-02-21 17:05:22.423803,Wed Dec 11 14:52:36 +0000 2019
85,1204432457740759040,HillaryClinton,10418,"We must defend our democracy, and the painful truth is that the occupant of the Oval Office is waging war against it. https://t.co/PHav51evya",2020-02-21 17:05:22.423803,Tue Dec 10 16:07:29 +0000 2019
86,1204043230444183554,HillaryClinton,513,"Proud to be on the inaugural episode of ""We Are Emily,"" @emilyslist's new podcast. You can listen and subscribe here: https://t.co/UZwRYT7oGl https://t.co/6VvKfweQ3V",2020-02-21 17:05:22.423803,Mon Dec 09 14:20:50 +0000 2019
87,1202985153372598272,HillaryClinton,312,"@Alyssa_Milano Glad you enjoyed it, Alyssa—it was good for my soul too.",2020-02-21 17:05:22.423803,Fri Dec 06 16:16:25 +0000 2019
88,1202980170375860224,HillaryClinton,639,"By Monday, @OnwardTogether partner @arenasummit will have trained almost 1,000 new staffers for progressive campaigns through #ArenaAcademy. 

Sign up to be notified when applications for the next training open up: https://t.co/6xD3ptcm6e",2020-02-21 17:05:22.423803,Fri Dec 06 15:56:37 +0000 2019
89,1202596816342175749,HillaryClinton,16638,"In the United States of America, no one is above the law. https://t.co/DGBWf5U564",2020-02-21 17:05:22.423803,Thu Dec 05 14:33:18 +0000 2019
90,1202280673639387139,HillaryClinton,1799,"An icon turns 50. 

Jay-Z's story is as American a tale as they come—full of poetry, hard work, and pushing for progress on issues he cares about. (For more, I recommend @MichaelEDyson's definitive biography.) 

Happy birthday, @S_C_! https://t.co/jZHnM25b5p",2020-02-21 17:05:22.423803,Wed Dec 04 17:37:04 +0000 2019
91,1202262065425068033,HillaryClinton,7817,"Every American should read the evidence for themselves in the House’s impeachment inquiry report.

It catalogues “a months-long effort by President Trump to use the powers of his office to solicit foreign interference on his behalf in the 2020 election.” https://t.co/TAnQkPkw0p",2020-02-21 17:05:22.423803,Wed Dec 04 16:23:08 +0000 2019
92,1201932409979244544,HillaryClinton,18901,"To all the candidates, staff, and volunteers who have worked their hearts out for presidential campaigns that have ended—remember that fighting for what you believe in is always worth it.",2020-02-21 17:05:22.423803,Tue Dec 03 18:33:12 +0000 2019
93,1201927235449577474,HillaryClinton,381,"Bill and I loved seeing Tony Award-winning #gutsywoman @alistroker in the magnificent revival of @OklahomaBway in New York. 

Oh, what a beautiful show! 

📷: @jennyanina https://t.co/B9qfBiR0L6",2020-02-21 17:05:22.423803,Tue Dec 03 18:12:38 +0000 2019
94,1201896101772705793,HillaryClinton,1918,"The U.N. Secretary General said this week that the point of no return for the climate crisis ""is no longer over the horizon. It is in sight and hurtling toward us.” 


I'm proud to be part of @johnkerry's new @WorldWarZeroOrg to win this fight. 

Join us: https://t.co/EoAUVOyd4d",2020-02-21 17:05:22.423803,Tue Dec 03 16:08:55 +0000 2019
95,1201886750819438592,HillaryClinton,435,"Every time a new partner joins the @OnwardTogether family, I’m reminded of how many people believe that, when we work together, we have the power to make our country better.

This #GivingTuesday, help fund an entire generation of progressive organizations: https://t.co/d1yxB1AEmz https://t.co/r7A4GTXXeD",2020-02-21 17:05:22.423803,Tue Dec 03 15:31:46 +0000 2019
96,1201567017574322181,HillaryClinton,529,"Thanks for having us, Graham! UK residents, you can catch the show here: https://t.co/PTC9Kw4XtJ https://t.co/TCOTsuKlyV",2020-02-21 17:05:22.423803,Mon Dec 02 18:21:15 +0000 2019
97,1201533076741984258,HillaryClinton,2433,I'm in but only if I can be power forward. https://t.co/12N0tQf5MZ,2020-02-21 17:05:22.423803,Mon Dec 02 16:06:23 +0000 2019
98,1201522196721602560,HillaryClinton,21191,"Sen. Kennedy, why are you parroting Russian propaganda that U.S. intelligence officials tell us are designed to divide our country? Did you miss the briefing that day? https://t.co/mzmMYHTlSp",2020-02-21 17:05:22.423803,Mon Dec 02 15:23:09 +0000 2019
99,1200045165597081601,HillaryClinton,12470,"No matter where we or our ancestors are from, millions of Americans will sit down together to break bread today. 

It's a wonderful reminder that our country is both a place and an idea—where anyone can find a home to breathe free. 

Happy Thanksgiving!",2020-02-21 17:05:22.423803,Thu Nov 28 13:33:57 +0000 2019
100,1199739441683845123,HillaryClinton,8970,One thing I’m grateful for are vaccines that save lives. Let’s all do our part to counter anti-vaccination disinformation that threatens lives. https://t.co/EW6TQEIaif,2020-02-21 17:05:22.423803,Wed Nov 27 17:19:07 +0000 2019
101,1198996588082925572,HillaryClinton,4202,"Another urgent reason to take on climate change: Its impact on human health, especially the health of children. https://t.co/wTqsgAIOQu",2020-02-21 17:05:22.423803,Mon Nov 25 16:07:17 +0000 2019
102,1198285006495457281,HillaryClinton,1608,"Applications close tomorrow for the @TrainDems Staff Academy. If you or someone you know wants to work on Democratic campaigns, take a look at this learning opportunity: https://t.co/efk4FSRC2L",2020-02-21 17:05:22.423803,Sat Nov 23 16:59:43 +0000 2019
